id,company_id,year,net_profit_margin_pct,operating_profit_margin_pct,return_on_equity_pct,debt_to_equity,interest_coverage,asset_turnover,free_cash_flow_cr,capex_cr,earnings_per_share,book_value_per_share,dividend_payout_ratio_pct,total_debt_cr,cash_from_operations_cr,revenue_cagr_5yr,pat_cagr_5yr,eps_cagr_5yr,composite_quality_score,sales,net_profit,operating_profit,broad_sector
4313,SIEMENS,Sep 2022,9.56,11.53,13.29,0.02,65.19,0.8,944.0,0.21,43.0,431.0,23.0,182.0,978.0,11.19,19.85,19.64,1.0,16138.0,1543.0,1860.0,Industrials
4312,SIEMENS,Sep 2021,8.25,11.0,10.52,0.0,73.88,0.73,-967.0,18.1,31.0,431.0,26.0,4.0,1422.0,11.19,19.85,19.64,1.0,13198.0,1089.0,1452.0,Industrials
4311,SIEMENS,Sep 2020,7.73,10.08,8.1,0.0,43.93,0.63,1591.0,8.76,22.0,431.0,32.0,0.0,720.0,11.19,19.85,19.64,1.0,9946.0,769.0,1003.0,Industrials
4310,SIEMENS,Sep 2019,8.4,11.39,12.14,0.0,157.33,0.85,138.0,8.67,31.0,431.0,23.0,0.0,1273.0,11.19,19.85,19.64,1.0,13084.0,1099.0,1490.0,Industrials
4309,SIEMENS,Sep 2018,7.04,10.37,10.86,0.0,200.88,0.89,-74.0,1.36,25.0,431.0,28.0,0.0,100.0,11.19,19.85,19.64,1.0,12795.0,901.0,1327.0,Industrials
4308,SIEMENS,Sep 2017,10.28,9.54,14.79,0.0,234.25,0.84,1894.0,11.94,32.0,431.0,22.0,0.0,573.0,11.19,19.85,19.64,1.0,11065.0,1137.0,1056.0,Industrials
4305,SIEMENS,Sep 2014,5.65,1.11,13.78,0.0,35.61,1.04,738.0,1.22,17.0,431.0,35.0,0.0,608.0,11.19,19.85,19.64,1.0,10678.0,603.0,119.0,Industrials
4302,SHRIRAMFIN,Mar 2024,20.33,28.92,15.12,3.99,0.68,0.15,-31359.0,0.71,39.0,279.0,23.0,195496.0,-31101.0,19.21,30.35,20.11,1.0,36388.0,7399.0,10523.0,Financials
4297,SHRIRAMFIN,Mar 2019,16.58,24.47,16.14,5.51,0.51,0.15,-5611.0,0.49,20.0,279.0,11.0,87914.0,-5535.0,19.21,30.35,20.11,1.0,15536.0,2576.0,3801.0,Financials
4296,SHRIRAMFIN,Mar 2018,18.88,28.18,18.62,6.0,0.61,0.14,-13056.0,0.64,20.0,279.0,10.0,82131.0,-13142.0,19.21,30.35,20.11,1.0,13502.0,2549.0,3805.0,Financials
4437,TRENT,Mar 2017,4.69,7.4,5.49,0.25,4.67,0.82,58.0,2.43,3.0,132.0,39.0,392.0,102.0,33.94,76.37,76.23,1.0,1812.0,85.0,134.0,Consumer Discretionary
4455,TVSMOTOR,Mar 2022,3.0,11.31,16.61,3.6,2.93,0.9,-3046.0,6.04,16.0,,24.0,15827.0,-1575.0,17.87,26.48,26.43,1.0,24355.0,731.0,2755.0,Consumer Discretionary
4454,TVSMOTOR,Mar 2021,3.13,11.49,15.89,3.18,2.57,0.89,269.0,4.54,13.0,,28.0,12179.0,1151.0,17.87,26.48,26.43,1.0,19421.0,608.0,2232.0,Consumer Discretionary
4453,TVSMOTOR,Mar 2020,3.43,12.01,19.71,3.53,2.66,0.98,-717.0,5.78,13.0,,27.0,11591.0,373.0,17.87,26.48,26.43,1.0,18849.0,647.0,2264.0,Consumer Discretionary
4452,TVSMOTOR,Mar 2019,3.6,10.73,22.86,2.93,3.3,1.21,-2022.0,5.48,15.0,,24.0,9298.0,-918.0,17.87,26.48,26.43,1.0,20160.0,725.0,2163.0,Consumer Discretionary
4451,TVSMOTOR,Mar 2018,4.07,9.61,24.83,2.59,4.86,1.24,-741.0,6.7,14.0,,24.0,6928.0,354.0,17.87,26.48,26.43,1.0,16340.0,665.0,1571.0,Consumer Discretionary
4434,TRENT,Mar 2014,-0.81,-0.43,-1.92,0.34,3.12,1.21,-94.0,2.06,-1.0,132.0,-125.0,332.0,-46.0,33.94,76.37,76.23,1.0,2333.0,-19.0,-10.0,Consumer Discretionary
4433,TRENT,Mar 2013,-1.27,0.23,-2.19,0.28,2.17,0.97,-245.0,12.95,-1.0,132.0,-87.0,343.0,31.0,33.94,76.37,76.23,1.0,2132.0,-27.0,5.0,Consumer Discretionary
4432,TORNTPHARM,TTM,16.47,32.21,,,13.45,,,,55.0,222.0,,,,7.32,12.68,12.89,1.0,11302.0,1862.0,3640.0,Healthcare
4426,TORNTPHARM,Mar 2019,5.68,25.84,9.23,1.28,3.34,0.54,1552.0,3.21,13.0,222.0,66.0,6038.0,1798.0,7.32,12.68,12.89,1.0,7673.0,436.0,1983.0,Healthcare
4425,TORNTPHARM,Mar 2018,11.39,22.67,14.67,1.4,5.35,0.42,-3783.0,78.61,20.0,222.0,35.0,6462.0,894.0,7.32,12.68,12.89,1.0,5950.0,678.0,1349.0,Healthcare
3330,ADANIENT,Mar 2023,1.9,6.91,7.33,1.61,2.43,0.9,2167.0,12.12,22.0,363.0,6.0,53200.0,17626.0,18.71,42.38,37.42,1.0,127540.0,2422.0,8818.0,Industrials
3329,ADANIENT,Mar 2022,1.14,5.35,3.54,1.87,1.87,0.68,-15656.0,24.55,7.0,363.0,14.0,41604.0,1385.0,18.71,42.38,37.42,1.0,69420.0,788.0,3714.0,Industrials
3325,ADANIENT,Mar 2018,1.65,5.67,3.94,1.17,1.92,0.64,-4707.0,21.29,7.0,363.0,6.0,17637.0,2942.0,18.71,42.38,37.42,1.0,35924.0,594.0,2038.0,Industrials
3324,ADANIENT,Mar 2017,2.53,5.21,6.54,1.47,2.11,0.77,-686.0,4.0,9.0,363.0,4.0,20846.0,774.0,18.71,42.38,37.42,1.0,36533.0,925.0,1902.0,Industrials
3899,INDUSINDBK,Mar 2019,14.83,41.7,12.37,9.08,1.64,0.08,-7022.0,2.84,55.0,807.0,14.0,242189.0,-6389.0,11.23,12.95,10.2,1.0,22261.0,3301.0,9283.0,Financials
3897,INDUSINDBK,Mar 2017,19.91,39.46,13.89,7.22,1.36,0.08,11284.0,1.98,48.0,807.0,13.0,149026.0,11569.0,11.23,12.95,10.2,1.0,14406.0,2868.0,5684.0,Financials
3896,INDUSINDBK,Mar 2016,19.26,35.28,12.92,6.67,1.27,0.08,-3185.0,2.17,38.0,807.0,12.0,117996.0,-2927.0,11.23,12.95,10.2,1.0,11872.0,2286.0,4188.0,Financials
3893,INDUSINDBK,Mar 2013,15.19,27.88,13.91,8.33,1.43,0.1,-660.0,2.49,20.0,807.0,15.0,63576.0,-486.0,11.23,12.95,10.2,1.0,6983.0,1061.0,1947.0,Financials
3920,IOC,Mar 2014,1.43,3.53,10.26,1.4,3.75,1.84,5601.0,3.81,5.0,129.0,30.0,94916.0,24195.0,9.5,,,1.0,488345.0,6967.0,17222.0,Energy
3919,IOC,Mar 2013,0.79,3.0,5.75,1.42,2.42,1.91,46.0,2.01,3.0,129.0,36.0,89671.0,9340.0,9.5,,,1.0,461780.0,3627.0,13861.0,Energy
4446,TVSMOTOR,Mar 2013,2.64,5.83,22.02,1.19,5.51,2.22,344.0,1.6,4.0,,30.0,1068.0,464.0,17.87,26.48,26.43,1.0,7510.0,198.0,438.0,Consumer Discretionary
4443,TRENT,Mar 2023,4.78,13.52,15.18,1.72,3.56,1.02,492.0,1.25,13.0,132.0,18.0,4464.0,595.0,33.94,76.37,76.23,1.0,8242.0,394.0,1114.0,Consumer Discretionary
4441,TRENT,Mar 2021,-6.98,4.4,-7.83,0.13,1.2,0.45,303.0,0.69,-4.0,132.0,-15.0,300.0,285.0,33.94,76.37,76.23,1.0,2593.0,-181.0,114.0,Consumer Discretionary
4440,TRENT,Mar 2020,3.04,15.17,4.44,0.13,2.57,0.63,-448.0,23.21,3.0,132.0,29.0,300.0,361.0,33.94,76.37,76.23,1.0,3486.0,106.0,529.0,Consumer Discretionary
4439,TRENT,Mar 2019,3.61,9.16,5.77,0.3,5.31,1.03,-16.0,1.41,3.0,132.0,45.0,494.0,21.0,33.94,76.37,76.23,1.0,2630.0,95.0,241.0,Consumer Discretionary
4438,TRENT,Mar 2018,4.03,9.64,5.45,0.25,5.34,0.92,73.0,0.19,3.0,132.0,44.0,391.0,77.0,33.94,76.37,76.23,1.0,2157.0,87.0,208.0,Consumer Discretionary
4442,TRENT,Mar 2022,0.78,13.23,1.48,2.0,2.3,0.58,114.0,1.24,3.0,132.0,57.0,4725.0,58.0,33.94,76.37,76.23,0.0,4498.0,35.0,595.0,Consumer Discretionary
4445,TRENT,TTM,12.04,15.67,,,16.91,,,,51.0,132.0,,,,33.94,76.37,76.23,0.0,15025.0,1809.0,2354.0,Consumer Discretionary
3918,INFY,TTM,17.31,23.84,,,102.08,,,,67.0,218.0,,,,12.0,10.72,11.43,0.0,159988.0,27687.0,38145.0,Information Technology
3892,INDIGO,TTM,7.94,79.2,,,19.97,,,,157.0,97.0,,,,16.42,,,0.0,76476.0,6074.0,60568.0,Consumer Discretionary
4419,TITAN,TTM,5.96,9.62,,,6.88,,,,37.0,110.0,,,,20.94,16.78,16.83,0.0,54458.0,3243.0,5239.0,Consumer Discretionary
4295,SHRIRAMFIN,Mar 2017,11.61,18.09,11.17,4.68,0.38,0.15,-2679.0,0.02,10.0,279.0,7.0,53080.0,-2677.0,19.21,30.35,20.11,0.0,10903.0,1266.0,1972.0,Financials
4298,SHRIRAMFIN,Mar 2020,15.17,21.53,13.85,5.22,0.43,0.14,-2519.0,0.33,20.0,279.0,5.0,94735.0,-2464.0,19.21,30.35,20.11,0.0,16561.0,2512.0,3565.0,Financials
4299,SHRIRAMFIN,Mar 2021,14.34,19.53,11.51,4.91,0.38,0.13,-4264.0,0.14,18.0,279.0,18.0,106546.0,-4239.0,19.21,30.35,20.11,0.0,17422.0,2499.0,3402.0,Financials
4300,SHRIRAMFIN,Mar 2022,14.13,19.04,10.43,4.4,0.38,0.14,-8893.0,0.18,20.0,279.0,20.0,114846.0,-8859.0,19.21,30.35,20.11,0.0,19255.0,2721.0,3666.0,Financials
4301,SHRIRAMFIN,Mar 2023,19.74,28.86,13.84,3.77,0.68,0.14,-12549.0,16.65,32.0,279.0,22.0,164202.0,-17625.0,19.21,30.35,20.11,0.0,30492.0,6020.0,8799.0,Financials
4303,SHRIRAMFIN,TTM,23.72,28.64,,,0.77,,,,50.0,279.0,,,,19.21,30.35,20.11,0.0,39864.0,9454.0,11416.0,Financials
3466,BAJAJHLDNG,TTM,431.97,89.67,,,3804.5,,,,666.0,5375.0,,,,31.84,19.44,19.88,0.0,1733.0,7486.0,1554.0,Financials
3473,BAJFINANCE,Mar 2021,16.57,40.64,11.97,3.57,3621.0,0.16,-1236.0,1.61,73.0,1402.0,14.0,131634.0,-807.0,18.75,23.93,23.31,0.0,26673.0,4420.0,10839.0,Financials
4293,SHRIRAMFIN,Mar 2015,11.2,18.43,11.09,5.04,0.36,0.15,-9656.0,0.49,8.0,279.0,22.0,46695.0,-9611.0,19.21,30.35,20.11,0.0,9177.0,1028.0,1691.0,Financials
4294,SHRIRAMFIN,Mar 2016,11.43,17.61,11.64,4.89,0.36,0.15,-5543.0,0.35,9.0,279.0,19.0,49790.0,-5507.0,19.21,30.35,20.11,0.0,10359.0,1184.0,1824.0,Financials
3453,BAJAJFINSV,TTM,13.08,36.02,,,2.11,,,,53.0,428.0,,,,18.36,22.48,20.34,0.0,126263.0,16520.0,45479.0,Financials
3440,BAJAJ-AUTO,TTM,15.07,18.7,,,65.11,,,,263.0,1109.0,,,,10.32,7.18,7.88,0.0,48900.0,7371.0,9143.0,Consumer Discretionary
4268,SBIN,Mar 2016,5.9,-14.68,,,0.14,,11730.0,1.25,16.0,465.0,17.0,,14477.0,11.72,28.64,29.46,0.0,220633.0,13019.0,-32399.0,Financials
4269,SBIN,Mar 2017,-0.04,-27.92,,,0.03,,72834.0,1.98,0.0,465.0,859.0,,77406.0,11.72,28.64,29.46,0.0,230447.0,-97.0,-64334.0,Financials
4270,SBIN,Mar 2018,-1.64,-37.86,,,-0.06,,-83455.0,5.7,-5.0,465.0,0.0,,-96508.0,11.72,28.64,29.46,0.0,228970.0,-3749.0,-86697.0,Financials
4271,SBIN,Mar 2019,1.32,-27.1,,,0.06,,29776.0,0.09,3.0,465.0,0.0,,29556.0,11.72,28.64,29.46,0.0,253322.0,3351.0,-68649.0,Financials
4272,SBIN,Mar 2020,7.83,-23.78,,,0.21,,23374.0,0.21,22.0,465.0,0.0,,23929.0,11.72,28.64,29.46,0.0,269852.0,21140.0,-64181.0,Financials
4273,SBIN,Mar 2021,8.59,-25.43,,,0.23,,86249.0,1.32,25.0,465.0,16.0,,89919.0,11.72,28.64,29.46,0.0,278115.0,23888.0,-70715.0,Financials
4274,SBIN,Mar 2022,12.82,-21.92,,,0.34,,55043.0,0.91,40.0,465.0,18.0,,57695.0,11.72,28.64,29.46,0.0,289973.0,37183.0,-63570.0,Financials
4275,SBIN,Mar 2023,16.46,-12.38,,,0.42,,-86980.0,0.28,62.0,465.0,18.0,,-86014.0,11.72,28.64,29.46,0.0,350845.0,57750.0,-43439.0,Financials
4276,SBIN,Mar 2024,15.83,-13.73,,,0.37,,18156.0,0.79,75.0,465.0,18.0,,21632.0,11.72,28.64,29.46,0.0,439189.0,69543.0,-60297.0,Financials
4277,SBIN,TTM,15.86,-12.6,,,0.34,,,,80.0,465.0,,,,11.72,28.64,29.46,0.0,469625.0,74461.0,-59190.0,Financials
3414,ATGL,TTM,13.84,23.89,,,11.37,,,,6.0,36.0,,,,20.81,8.91,8.45,0.0,4826.0,668.0,1153.0,Energy
3406,ASIANPAINT,TTM,13.3,19.18,,,32.15,,,,48.0,188.0,,,,11.5,10.79,11.38,0.0,34831.0,4631.0,6681.0,Materials
3479,BANKBARODA,Mar 2014,12.45,29.78,13.31,16.3,2.17,0.06,41503.0,1.8,23.0,231.0,19.0,616973.0,42233.0,9.49,83.02,81.14,0.0,40463.0,5036.0,12049.0,Financials
3480,BANKBARODA,Mar 2015,8.79,29.98,9.4,15.84,2.47,0.06,17282.0,1.24,18.0,231.0,18.0,665483.0,17838.0,9.49,83.02,81.14,0.0,44915.0,3950.0,13466.0,Financials
3481,BANKBARODA,Mar 2016,-10.99,55.44,-11.84,14.6,4.23,0.07,-14016.0,8.74,-22.0,231.0,0.0,620536.0,-10011.0,9.49,83.02,81.14,0.0,45799.0,-5033.0,25391.0,Financials
3482,BANKBARODA,Mar 2017,4.17,43.28,4.31,15.06,2.42,0.06,17314.0,1.24,8.0,231.0,15.0,648499.0,17865.0,9.49,83.02,81.14,0.0,44473.0,1855.0,19250.0,Financials
3483,BANKBARODA,Mar 2018,-3.99,56.65,-3.94,14.44,3.26,0.06,-60106.0,0.9,-7.0,231.0,0.0,672311.0,-59692.0,9.49,83.02,81.14,0.0,46056.0,-1836.0,26093.0,Financials
3484,BANKBARODA,Mar 2019,2.2,48.79,2.12,13.35,3.27,0.06,-3986.0,4.8,4.0,231.0,0.0,734456.0,-1449.0,9.49,83.02,81.14,0.0,52906.0,1166.0,25815.0,Financials
3485,BANKBARODA,Mar 2020,1.24,51.44,1.29,14.05,3.33,0.07,18392.0,0.18,2.0,231.0,0.0,1068981.0,18531.0,9.49,83.02,81.14,0.0,78895.0,981.0,40583.0,Financials
3486,BANKBARODA,Mar 2021,2.18,51.23,1.97,12.95,2.59,0.06,-1358.0,0.63,3.0,231.0,0.0,1067173.0,-887.0,9.49,83.02,81.14,0.0,74314.0,1620.0,38070.0,Financials
3487,BANKBARODA,Mar 2022,10.81,51.12,8.64,12.9,2.61,0.05,2565.0,4.97,15.0,231.0,19.0,1185331.0,6210.0,9.49,83.02,81.14,0.0,73385.0,7933.0,37518.0,Financials
3488,BANKBARODA,Mar 2023,15.88,40.45,14.28,12.78,2.35,0.06,-22450.0,1.16,29.0,231.0,19.0,1342592.0,-21354.0,9.49,83.02,81.14,0.0,94503.0,15005.0,38231.0,Financials
3490,BANKBARODA,TTM,16.23,37.42,,,1.95,,,,39.0,231.0,,,,9.49,83.02,81.14,0.0,124144.0,20144.0,46459.0,Financials
4265,SBIN,Mar 2013,11.05,-3.05,,,0.26,,22061.0,1.35,26.0,465.0,16.0,,24332.0,11.72,28.64,29.46,0.0,167976.0,18555.0,-5124.0,Financials
4266,SBIN,Mar 2014,7.83,-7.73,,,0.19,,18351.0,0.42,19.0,465.0,16.0,,19142.0,11.72,28.64,29.46,0.0,189062.0,14807.0,-14614.0,Financials
4267,SBIN,Mar 2015,8.57,-10.52,,,0.21,,22873.0,1.65,23.0,465.0,15.0,,26297.0,11.72,28.64,29.46,0.0,207974.0,17832.0,-21879.0,Financials
4233,RECLTD,Mar 2020,16.61,86.7,14.05,8.09,1.37,0.09,-32591.0,0.4,19.0,279.0,44.0,286289.0,-32712.0,11.45,24.52,24.57,0.0,29942.0,4972.0,25961.0,Financials
4238,RECLTD,TTM,28.91,98.78,,,1.59,,,,57.0,279.0,,,,11.45,24.52,24.57,0.0,51490.0,14885.0,50860.0,Financials
3477,BAJFINANCE,TTM,24.71,30.42,,,654.38,,,,248.0,1402.0,,,,18.75,23.93,23.31,0.0,62279.0,15389.0,18943.0,Financials
3478,BANKBARODA,Mar 2013,13.25,30.05,14.51,15.3,2.43,0.07,22682.0,1.41,23.0,231.0,19.0,509192.0,23196.0,9.49,83.02,81.14,0.0,36442.0,4829.0,10950.0,Financials
4231,RECLTD,Mar 2018,19.64,85.09,13.66,6.27,1.45,0.09,-32464.0,0.2,17.0,279.0,41.0,204367.0,-32510.0,11.45,24.52,24.57,0.0,22658.0,4451.0,19279.0,Financials
4199,PIDILITIND,TTM,15.29,22.88,,,63.18,,,,38.0,171.0,,,,12.08,11.95,11.55,0.0,12901.0,1973.0,2952.0,Materials
3380,AMBUJACEM,TTM,11.78,17.72,,,23.66,,,,13.0,205.0,,,,3.92,6.82,3.4,0.0,32850.0,3871.0,5822.0,Materials
4186,PFC,TTM,28.78,36.44,,,0.58,,,,64.0,333.0,,,,9.56,24.41,23.81,0.0,98152.0,28248.0,35764.0,Financials
3529,BHEL,TTM,1.72,4.06,,,2.11,,,,1.0,70.0,,,,3.78,,,0.0,25833.0,445.0,1050.0,Industrials
4178,PFC,Mar 2017,8.11,19.13,6.07,5.51,0.32,0.11,1128.0,2.42,7.0,333.0,59.0,202993.0,1795.0,9.56,24.41,23.81,0.0,27581.0,2236.0,5275.0,Financials
3542,BOSCHLTD,TTM,12.15,12.92,,,237.85,,,,707.0,4319.0,,,,11.75,26.24,26.3,0.0,17150.0,2084.0,2216.0,Consumer Discretionary
3568,BRITANNIA,TTM,12.35,18.19,,,27.42,,,,89.0,133.0,,,,8.25,8.84,8.94,0.0,17244.0,2129.0,3136.0,Consumer Staples
4134,NESTLEIND,TTM,16.79,23.89,,,44.45,,,,34.0,41.0,,,,8.19,9.8,9.1,0.0,19786.0,3323.0,4726.0,Consumer Staples
4121,NAUKRI,TTM,20.7,28.21,,,59.59,,,,36.0,3225.0,,,,15.2,,,0.0,2662.0,551.0,751.0,Communication Services
3589,CHOLAFIN,Mar 2020,12.1,27.79,12.85,6.71,,0.14,-2129.0,0.62,13.0,255.0,13.0,55005.0,-2075.0,20.9,29.59,28.75,0.0,8712.0,1054.0,2421.0,Financials
3594,CHOLAFIN,TTM,17.12,28.67,,,26.11,,,,46.0,255.0,,,,20.9,29.59,28.75,0.0,22502.0,3852.0,6452.0,Financials
3620,COALINDIA,TTM,24.48,66.78,,,11.51,,,,56.0,156.0,,,,7.87,15.52,15.71,0.0,140328.0,34350.0,93717.0,Materials
3633,DABUR,TTM,14.14,18.81,,,18.93,,,,10.0,59.0,,,,7.46,3.98,4.56,0.0,12447.0,1760.0,2341.0,Consumer Staples
3607,CIPLA,TTM,18.48,74.4,,,24.45,,,,62.0,351.0,,,,9.51,27.16,26.69,0.0,26981.0,4987.0,20075.0,Healthcare
3698,EICHERMOT,TTM,24.97,26.17,,,117.0,,,,156.0,693.0,,,,13.3,18.49,18.42,0.0,17091.0,4268.0,4472.0,Consumer Discretionary
3672,DMART,TTM,4.75,7.82,,,72.08,,,,42.0,309.0,,,,18.13,15.89,16.0,0.0,57213.0,2720.0,4476.0,Consumer Discretionary
3646,DIVISLAB,TTM,21.31,29.7,,,972.33,,,,69.0,517.0,,,,9.81,5.92,5.82,0.0,8614.0,1836.0,2558.0,Healthcare
3711,GAIL,TTM,8.48,12.33,,,26.84,,,,18.0,127.0,,,,13.41,3.94,5.15,0.0,136081.0,11541.0,16784.0,Energy
3724,GODREJCP,TTM,-3.2,21.17,,,2.65,,,,-4.0,119.0,,,,7.38,,,0.0,14152.0,-453.0,2996.0,Consumer Staples
3730,GRASIM,Mar 2018,6.6,20.78,6.43,1.17,3.28,0.27,-2594.0,2.77,39.0,1411.0,15.0,67070.0,-4140.0,14.97,5.54,0.61,0.0,55894.0,3688.0,11612.0,Industrials
4069,LTIM,TTM,12.32,17.33,,,26.36,,,,154.0,711.0,,,,27.83,24.65,12.1,0.0,37129.0,4574.0,6434.0,Information Technology
3763,HAVELLS,TTM,6.77,9.71,,,50.39,,,,22.0,124.0,,,,16.98,13.75,12.89,0.0,20677.0,1400.0,2008.0,Industrials
3731,GRASIM,Mar 2019,3.56,21.55,4.73,1.46,2.44,0.32,-3871.0,2.87,25.0,1411.0,27.0,84487.0,-1659.0,14.97,5.54,0.61,0.0,77200.0,2745.0,16640.0,Industrials
3732,GRASIM,Mar 2020,9.73,15.2,11.72,1.5,2.53,0.28,5256.0,16.65,65.0,1411.0,6.0,84777.0,16620.0,14.97,5.54,0.61,0.0,68252.0,6639.0,10373.0,Industrials
3733,GRASIM,Mar 2021,9.14,24.39,10.67,1.21,3.45,0.29,7929.0,9.35,63.0,1411.0,14.0,79078.0,15075.0,14.97,5.54,0.61,0.0,76404.0,6987.0,18635.0,Industrials
3735,GRASIM,Mar 2023,9.42,18.35,14.07,1.31,4.19,0.35,-26397.0,11.66,100.0,1411.0,10.0,103039.0,-12685.0,14.97,5.54,0.61,0.0,117627.0,11078.0,21589.0,Industrials
3736,GRASIM,Mar 2024,7.58,20.76,11.2,1.55,3.02,0.32,-33833.0,17.65,85.0,1411.0,12.0,137155.0,-10719.0,14.97,5.54,0.61,0.0,130978.0,9926.0,27195.0,Industrials
3737,GRASIM,TTM,6.34,20.06,,,2.66,,,,67.0,1411.0,,,,14.97,5.54,0.61,0.0,137116.0,8693.0,27506.0,Industrials
3378,AMBUJACEM,Mar 2023 15,7.77,13.15,,,28.56,,,,13.0,205.0,19.0,,,3.92,6.82,3.4,0.0,38937.0,3024.0,5122.0,Materials
4020,KOTAKBANK,Mar 2022,35.83,90.98,12.51,3.78,1.23,0.06,-2595.0,32.31,61.0,654.0,2.0,365747.0,8308.0,13.86,21.26,20.22,0.0,33741.0,12089.0,30699.0,Financials
4021,KOTAKBANK,Mar 2023,35.41,79.44,13.35,3.75,1.29,0.07,-11623.0,24.63,75.0,654.0,2.0,418807.0,-1242.0,13.86,21.26,20.22,0.0,42151.0,14925.0,33485.0,Financials
4022,KOTAKBANK,Mar 2024,32.39,83.67,14.01,4.0,1.24,0.07,6766.0,15.86,92.0,654.0,2.0,520374.0,15685.0,13.86,21.26,20.22,0.0,56237.0,18213.0,47052.0,Financials
4023,KOTAKBANK,TTM,35.17,79.42,,,1.17,,,,113.0,654.0,,,,13.86,21.26,20.22,0.0,64053.0,22530.0,50872.0,Financials
3783,HDFCBANK,Mar 2019,21.34,33.15,14.61,7.03,1.84,0.08,-64375.0,1.43,41.0,601.0,18.0,1080235.0,-62872.0,21.91,21.46,12.72,0.0,105161.0,22446.0,34856.0,Financials
3788,HDFCBANK,Mar 2024,23.07,61.41,14.34,6.81,1.4,0.07,35669.0,5.85,84.0,601.0,23.0,3107503.0,19069.0,21.91,21.46,12.72,0.0,283649.0,65446.0,174196.0,Financials
3789,HDFCBANK,TTM,21.93,62.61,,,1.41,,,,91.0,601.0,,,,21.91,21.46,12.72,0.0,329022.0,72168.0,206009.0,Financials
4014,KOTAKBANK,Mar 2016,17.27,56.57,10.56,5.39,1.51,0.08,2672.0,11.53,19.0,654.0,3.0,179679.0,5025.0,13.86,21.26,20.22,0.0,20402.0,3524.0,11541.0,Financials
4015,KOTAKBANK,Mar 2017,22.48,66.44,13.04,5.33,1.27,0.08,7933.0,23.69,27.0,654.0,2.0,205230.0,13222.0,13.86,21.26,20.22,0.0,22324.0,5019.0,14832.0,Financials
4016,KOTAKBANK,Mar 2018,24.9,66.87,12.4,4.95,1.23,0.07,-15867.0,21.79,33.0,654.0,2.0,249840.0,-10392.0,13.86,21.26,20.22,0.0,25131.0,6258.0,16805.0,Financials
4017,KOTAKBANK,Mar 2019,24.15,66.23,12.47,5.05,1.22,0.08,-1501.0,11.14,38.0,654.0,2.0,291763.0,1822.0,13.86,21.26,20.22,0.0,29831.0,7204.0,19758.0,Financials
4018,KOTAKBANK,Mar 2020,25.67,67.45,12.9,4.9,1.34,0.08,33551.0,39.04,45.0,654.0,0.0,326477.0,46619.0,13.86,21.26,20.22,0.0,33474.0,8593.0,22578.0,Financials
3814,HEROMOTOCO,TTM,10.31,86.13,,,37.19,,,,207.0,951.0,,,,6.51,2.47,2.61,0.0,40098.0,4133.0,34537.0,Consumer Discretionary
4019,KOTAKBANK,Mar 2021,30.44,90.83,11.85,3.88,1.26,0.07,-6291.0,34.04,50.0,654.0,2.0,327110.0,4881.0,13.86,21.26,20.22,0.0,32820.0,9990.0,29812.0,Financials
4011,KOTAKBANK,Mar 2013,20.65,60.92,14.66,5.6,1.29,0.09,-6157.0,83.36,15.0,654.0,2.0,85561.0,2878.0,13.86,21.26,20.22,0.0,10838.0,2238.0,6603.0,Financials
4012,KOTAKBANK,Mar 2014,21.08,58.84,13.24,4.5,1.33,0.1,7938.0,9.43,16.0,654.0,2.0,85937.0,9068.0,13.86,21.26,20.22,0.0,11986.0,2527.0,7053.0,Financials
4013,KOTAKBANK,Mar 2015,23.31,72.96,14.01,4.71,1.19,0.09,-2165.0,33.54,20.0,654.0,2.0,104258.0,2302.0,13.86,21.26,20.22,0.0,13319.0,3105.0,9718.0,Financials
3984,JIOFIN,TTM,81.66,77.79,,,,,,,3.0,216.0,,,,,,,0.0,1968.0,1607.0,1531.0,Financials
3840,HINDUNILVR,TTM,17.17,76.45,,,32.8,,,,46.0,216.0,,,,9.51,9.75,8.21,0.0,62661.0,10757.0,47902.0,Consumer Staples
4393,TCS,TTM,19.44,26.81,,,90.17,,,,135.0,281.0,,,,9.94,8.6,9.44,0.0,252082.0,49006.0,67591.0,Information Technology
3866,ICICIGI,TTM,10.81,85.57,,,-1662.67,,,,51.0,275.0,,,,15.13,16.09,14.42,0.0,23301.0,2518.0,19938.0,Financials
3955,IRFC,TTM,24.3,99.46,,,1.32,,,,5.0,39.0,,,,14.92,15.42,10.76,0.0,26902.0,6537.0,26758.0,Financials
3968,ITC,TTM,27.72,35.46,,,542.5,,,,16.0,60.0,,,,8.75,5.96,5.92,0.0,75135.0,20829.0,26640.0,Consumer Staples
3948,IRFC,Mar 2018,22.18,99.59,14.75,9.62,1.39,0.06,-28074.0,0.02,3.0,39.0,18.0,134006.0,-28076.0,14.92,15.42,10.76,0.0,9267.0,2055.0,9229.0,Financials
3949,IRFC,Mar 2019,20.25,99.56,9.01,6.95,1.35,0.05,-41747.0,0.01,2.0,39.0,18.0,173933.0,-41748.0,14.92,15.42,10.76,0.0,11134.0,2255.0,11085.0,Financials
3950,IRFC,Mar 2020,23.78,99.51,10.54,7.74,1.31,0.05,-62700.0,0.01,3.0,39.0,0.0,234377.0,-62701.0,14.92,15.42,10.76,0.0,13421.0,3192.0,13355.0,Financials
